Species,Long,Lat
Kinkajou,-53.25,-5.75
Kinkajou,-53.25,-6.25
Kinkajou,-53.25,-6.75
Kinkajou,-53.25,-7.25
Kinkajou,-53.25,-7.75
Kinkajou,-53.25,-8.25
Kinkajou,-53.25,-8.75
Kinkajou,-53.25,-9.25
Kinkajou,-53.25,-9.75
Kinkajou,-53.25,-10.25
Kinkajou,-53.25,-10.75
Kinkajou,-53.25,-11.25
Kinkajou,-53.25,-11.75
Kinkajou,-53.25,-12.25
Kinkajou,-53.25,-12.75
Kinkajou,-53.25,-13.25
Kinkajou,-53.25,-13.75
Kinkajou,-53.25,-14.25
Kinkajou,-53.25,-14.75
Kinkajou,-53.25,-15.25
Kinkajou,-53.25,-15.75
Kinkajou,-53.25,-16.25
Kinkajou,-53.25,-16.75
Kinkajou,-53.25,-17.25
Kinkajou,-53.25,-17.75
Kinkajou,-53.25,-18.25
Kinkajou,-53.25,-18.75
Kinkajou,-53.25,-19.25
Kinkajou,-53.25,-19.75
Kinkajou,-53.25,-20.25
Kinkajou,-53.25,-20.75
Kinkajou,-53.25,-21.25
Kinkajou,-52.75,5.25
Kinkajou,-52.75,4.75
Kinkajou,-52.75,4.25
Kinkajou,-52.75,3.75
Kinkajou,-52.75,3.25
Kinkajou,-52.75,2.75
Kinkajou,-52.75,2.25
Kinkajou,-52.75,1.75
Kinkajou,-52.75,1.25
Kinkajou,-52.75,0.75
Kinkajou,-52.75,0.25
Kinkajou,-52.75,-0.25
Kinkajou,-52.75,-0.75
Kinkajou,-52.75,-1.25
Kinkajou,-52.75,-1.75
Kinkajou,-52.75,-2.25
Kinkajou,-52.75,-2.75
Kinkajou,-52.75,-3.25
Kinkajou,-52.75,-3.75
Kinkajou,-52.75,-4.25
Kinkajou,-52.75,-4.75
Kinkajou,-52.75,-5.25
Kinkajou,-52.75,-5.75
Kinkajou,-52.75,-6.25
Kinkajou,-52.75,-6.75
Kinkajou,-52.75,-7.25
Kinkajou,-52.75,-7.75
Kinkajou,-52.75,-8.25
Kinkajou,-52.75,-8.75
Kinkajou,-52.75,-9.25
Kinkajou,-52.75,-9.75
Kinkajou,-52.75,-10.25
Kinkajou,-52.75,-10.75
Kinkajou,-52.75,-11.25
Kinkajou,-52.75,-11.75
Kinkajou,-52.75,-12.25
Kinkajou,-52.75,-12.75
Kinkajou,-52.75,-13.25
Kinkajou,-52.75,-13.75
Kinkajou,-52.75,-14.25
Kinkajou,-52.75,-14.75
Kinkajou,-52.75,-15.25
Kinkajou,-52.75,-15.75
Kinkajou,-52.75,-16.25
Kinkajou,-52.75,-16.75
Kinkajou,-52.75,-17.25
Kinkajou,-52.75,-17.75
Kinkajou,-52.75,-18.25
Kinkajou,-52.75,-18.75
Kinkajou,-52.75,-19.25
Kinkajou,-52.75,-19.75
Kinkajou,-52.75,-20.25
Kinkajou,-52.75,-20.75
Kinkajou,-52.75,-21.25
Kinkajou,-52.75,-21.75
Kinkajou,-52.25,4.75
Kinkajou,-52.25,4.25
Kinkajou,-52.25,3.75
Kinkajou,-52.25,3.25
Kinkajou,-52.25,2.75
Kinkajou,-52.25,2.25
Kinkajou,-52.25,1.75
Kinkajou,-52.25,1.25
Kinkajou,-52.25,0.75
Kinkajou,-52.25,0.25
Kinkajou,-52.25,-0.25
Kinkajou,-52.25,-0.75
Kinkajou,-52.25,-1.25
Kinkajou,-52.25,-1.75
Kinkajou,-52.25,-2.25
Kinkajou,-52.25,-2.75
Kinkajou,-52.25,-3.25
Kinkajou,-52.25,-3.75
Kinkajou,-52.25,-4.25
Kinkajou,-52.25,-4.75
Kinkajou,-52.25,-5.25
Kinkajou,-52.25,-5.75
Kinkajou,-52.25,-6.25
Kinkajou,-52.25,-6.75
Kinkajou,-52.25,-7.25
Kinkajou,-52.25,-7.75
Kinkajou,-52.25,-8.25
Kinkajou,-52.25,-8.75
Kinkajou,-52.25,-9.25
Kinkajou,-52.25,-9.75
Kinkajou,-52.25,-10.25
Kinkajou,-52.25,-10.75
Kinkajou,-52.25,-11.25
Kinkajou,-52.25,-11.75
Kinkajou,-52.25,-12.25
Kinkajou,-52.25,-12.75
Kinkajou,-52.25,-13.25
Kinkajou,-52.25,-13.75
Kinkajou,-52.25,-14.25
Kinkajou,-52.25,-14.75
Kinkajou,-52.25,-15.25
Kinkajou,-52.25,-15.75
Kinkajou,-52.25,-16.25
Kinkajou,-52.25,-16.75
Kinkajou,-52.25,-17.25
Kinkajou,-52.25,-17.75
Kinkajou,-52.25,-18.25
Kinkajou,-52.25,-18.75
Kinkajou,-52.25,-19.25
Kinkajou,-52.25,-19.75
Kinkajou,-52.25,-20.25
Kinkajou,-52.25,-20.75
Kinkajou,-52.25,-21.25
Kinkajou,-52.25,-21.75
Kinkajou,-51.75,4.25
Kinkajou,-51.75,3.75
Kinkajou,-51.75,3.25
Kinkajou,-51.75,2.75
Kinkajou,-51.75,2.25
Kinkajou,-51.75,1.75
Kinkajou,-51.75,1.25
Kinkajou,-51.75,0.75
Kinkajou,-51.75,0.25
Kinkajou,-51.75,-0.25
Kinkajou,-51.75,-0.75
Kinkajou,-51.75,-1.25
Kinkajou,-51.75,-1.75
Kinkajou,-51.75,-2.25
Kinkajou,-51.75,-2.75
Kinkajou,-51.75,-3.25
Kinkajou,-51.75,-3.75
Kinkajou,-51.75,-4.25
Kinkajou,-51.75,-4.75
Kinkajou,-51.75,-5.25
Kinkajou,-51.75,-5.75
Kinkajou,-51.75,-6.25
Kinkajou,-51.75,-6.75
Kinkajou,-51.75,-7.25
Kinkajou,-51.75,-7.75
Kinkajou,-51.75,-8.25
Kinkajou,-51.75,-8.75
Kinkajou,-51.75,-9.25
Kinkajou,-51.75,-9.75
Kinkajou,-51.75,-10.25
Kinkajou,-51.75,-10.75
Kinkajou,-51.75,-11.25
Kinkajou,-51.75,-11.75
Kinkajou,-51.75,-12.25
Kinkajou,-51.75,-12.75
Kinkajou,-51.75,-13.25
Kinkajou,-51.75,-13.75
Kinkajou,-51.75,-14.25
Kinkajou,-51.75,-14.75
Kinkajou,-51.75,-15.25
Kinkajou,-51.75,-15.75
Kinkajou,-51.75,-16.25
Kinkajou,-51.75,-16.75
Kinkajou,-51.75,-17.25
Kinkajou,-51.75,-17.75
Kinkajou,-51.75,-18.25
Kinkajou,-51.75,-18.75
Kinkajou,-51.75,-19.25
Kinkajou,-51.75,-19.75
Kinkajou,-51.75,-20.25
Kinkajou,-51.75,-20.75
Kinkajou,-51.75,-21.25
Kinkajou,-51.75,-21.75
Kinkajou,-51.25,3.75
Kinkajou,-51.25,3.25
Kinkajou,-51.25,2.75
Kinkajou,-51.25,2.25
Kinkajou,-51.25,1.75
Kinkajou,-51.25,1.25
Kinkajou,-51.25,0.75
Kinkajou,-51.25,0.25
Kinkajou,-51.25,-0.25
Kinkajou,-51.25,-0.75
Kinkajou,-51.25,-1.25
Kinkajou,-51.25,-1.75
Kinkajou,-51.25,-2.25
Kinkajou,-51.25,-2.75
Kinkajou,-51.25,-3.25
Kinkajou,-51.25,-3.75
Kinkajou,-51.25,-4.25
Kinkajou,-51.25,-4.75
Kinkajou,-51.25,-5.25
Kinkajou,-51.25,-5.75
Kinkajou,-51.25,-6.25
Kinkajou,-51.25,-6.75
Kinkajou,-51.25,-7.25
Kinkajou,-51.25,-7.75
Kinkajou,-51.25,-8.25
Kinkajou,-51.25,-8.75
Kinkajou,-51.25,-9.25
Kinkajou,-51.25,-9.75
Kinkajou,-51.25,-10.25
Kinkajou,-51.25,-10.75
Kinkajou,-51.25,-11.25
Kinkajou,-51.25,-11.75
Kinkajou,-51.25,-12.25
Kinkajou,-51.25,-12.75
Kinkajou,-51.25,-13.25
Kinkajou,-51.25,-13.75
Kinkajou,-51.25,-14.25
Kinkajou,-51.25,-14.75
Kinkajou,-51.25,-15.25
Kinkajou,-51.25,-15.75
Kinkajou,-51.25,-16.25
Kinkajou,-51.25,-16.75
Kinkajou,-51.25,-17.25
Kinkajou,-51.25,-17.75
Kinkajou,-51.25,-18.25
Kinkajou,-51.25,-18.75
Kinkajou,-51.25,-19.25
Kinkajou,-51.25,-19.75
Kinkajou,-51.25,-20.25
Kinkajou,-51.25,-20.75
Kinkajou,-51.25,-21.25
Kinkajou,-51.25,-21.75
Kinkajou,-50.75,2.25
Kinkajou,-50.75,1.75
Kinkajou,-50.75,1.25
Kinkajou,-50.75,0.75
Kinkajou,-50.75,0.25
Kinkajou,-50.75,-0.25
Kinkajou,-50.75,-0.75
Kinkajou,-50.75,-1.25
Kinkajou,-50.75,-1.75
Kinkajou,-50.75,-2.25
Kinkajou,-50.75,-2.75
Kinkajou,-50.75,-3.25
Kinkajou,-50.75,-3.75
Kinkajou,-50.75,-4.25
Kinkajou,-50.75,-4.75
Kinkajou,-50.75,-5.25
Kinkajou,-50.75,-5.75
Kinkajou,-50.75,-6.25
Kinkajou,-50.75,-6.75
Kinkajou,-50.75,-7.25
Kinkajou,-50.75,-7.75
Kinkajou,-50.75,-8.25
Kinkajou,-50.75,-8.75
Kinkajou,-50.75,-9.25
Kinkajou,-50.75,-9.75
Kinkajou,-50.75,-10.25
Kinkajou,-50.75,-10.75
Kinkajou,-50.75,-11.25
Kinkajou,-50.75,-11.75
Kinkajou,-50.75,-12.25
Kinkajou,-50.75,-12.75
Kinkajou,-50.75,-13.25
Kinkajou,-50.75,-13.75
Kinkajou,-50.75,-14.25
Kinkajou,-50.75,-14.75
Kinkajou,-50.75,-15.25
Kinkajou,-50.75,-15.75
Kinkajou,-50.75,-16.25
Kinkajou,-50.75,-16.75
Kinkajou,-50.75,-17.25
Kinkajou,-50.75,-17.75
Kinkajou,-50.75,-18.25
Kinkajou,-50.75,-18.75
Kinkajou,-50.75,-19.25
Kinkajou,-50.75,-19.75
Kinkajou,-50.75,-20.25
Kinkajou,-50.75,-20.75
Kinkajou,-50.75,-21.25
Kinkajou,-50.75,-21.75
Kinkajou,-50.25,1.75
Kinkajou,-50.25,1.25
Kinkajou,-50.25,-0.25
Kinkajou,-50.25,-0.75
Kinkajou,-50.25,-1.25
Kinkajou,-50.25,-1.75
Kinkajou,-50.25,-2.25
Kinkajou,-50.25,-2.75
Kinkajou,-50.25,-3.25
Kinkajou,-50.25,-3.75
Kinkajou,-50.25,-4.25
Kinkajou,-50.25,-4.75
Kinkajou,-50.25,-5.25
Kinkajou,-50.25,-5.75
Kinkajou,-50.25,-6.25
Kinkajou,-50.25,-6.75
Kinkajou,-50.25,-7.25
Kinkajou,-50.25,-7.75
Kinkajou,-50.25,-8.25
Kinkajou,-50.25,-8.75
Kinkajou,-50.25,-9.25
Kinkajou,-50.25,-9.75
Kinkajou,-50.25,-10.25
Kinkajou,-50.25,-10.75
Kinkajou,-50.25,-11.25
Kinkajou,-50.25,-11.75
Kinkajou,-50.25,-12.25
Kinkajou,-50.25,-12.75
Kinkajou,-50.25,-13.25
Kinkajou,-50.25,-13.75
Kinkajou,-50.25,-14.25
Kinkajou,-50.25,-14.75
Kinkajou,-50.25,-15.25
Kinkajou,-50.25,-15.75
Kinkajou,-50.25,-16.25
Kinkajou,-50.25,-16.75
Kinkajou,-50.25,-17.25
Kinkajou,-50.25,-17.75
Kinkajou,-50.25,-18.25
Kinkajou,-50.25,-18.75
Kinkajou,-50.25,-19.25
Kinkajou,-50.25,-19.75
Kinkajou,-50.25,-20.25
Kinkajou,-50.25,-20.75
Kinkajou,-50.25,-21.25
Kinkajou,-50.25,-21.75
Kinkajou,-50.25,-22.25
Kinkajou,-49.75,-0.25
Kinkajou,-49.75,-0.75
Kinkajou,-49.75,-1.25
Kinkajou,-49.75,-1.75
Kinkajou,-49.75,-2.25
Kinkajou,-49.75,-2.75
Kinkajou,-49.75,-3.25
Kinkajou,-49.75,-3.75
Kinkajou,-49.75,-4.25
Kinkajou,-49.75,-4.75
Kinkajou,-49.75,-5.25
Kinkajou,-49.75,-5.75
Kinkajou,-49.75,-6.25
Kinkajou,-49.75,-6.75
Kinkajou,-49.75,-7.25
Kinkajou,-49.75,-7.75
Kinkajou,-49.75,-8.25
Kinkajou,-49.75,-8.75
Kinkajou,-49.75,-9.25
Kinkajou,-49.75,-9.75
Kinkajou,-49.75,-10.25
Kinkajou,-49.75,-10.75
Kinkajou,-49.75,-11.25
Kinkajou,-49.75,-11.75
Kinkajou,-49.75,-12.25
Kinkajou,-49.75,-12.75
Kinkajou,-49.75,-13.25
Kinkajou,-49.75,-13.75
Kinkajou,-49.75,-14.25
Kinkajou,-49.75,-14.75
Kinkajou,-49.75,-15.25
Kinkajou,-49.75,-15.75
Kinkajou,-49.75,-16.25
Kinkajou,-49.75,-16.75
Kinkajou,-49.75,-17.25
Kinkajou,-49.75,-17.75
Kinkajou,-49.75,-18.25
Kinkajou,-49.75,-18.75
Kinkajou,-49.75,-19.25
Kinkajou,-49.75,-19.75
Kinkajou,-49.75,-20.25
Kinkajou,-49.75,-20.75
Kinkajou,-49.75,-21.25
Kinkajou,-49.75,-21.75
Kinkajou,-49.75,-22.25
Kinkajou,-49.25,-0.25
Kinkajou,-49.25,-0.75
Kinkajou,-49.25,-1.25
Kinkajou,-49.25,-2.25
Kinkajou,-49.25,-2.75
Kinkajou,-49.25,-3.25
Kinkajou,-49.25,-3.75
Kinkajou,-49.25,-4.25
Kinkajou,-49.25,-4.75
Kinkajou,-49.25,-5.25
Kinkajou,-49.25,-5.75
Kinkajou,-49.25,-6.25
Kinkajou,-49.25,-6.75
Kinkajou,-49.25,-7.25
Kinkajou,-49.25,-7.75
Kinkajou,-49.25,-8.25
Kinkajou,-49.25,-8.75
Kinkajou,-49.25,-9.25
Kinkajou,-49.25,-9.75
Kinkajou,-49.25,-10.25
Kinkajou,-49.25,-10.75
Kinkajou,-49.25,-11.25
Kinkajou,-49.25,-11.75
Kinkajou,-49.25,-12.25
Kinkajou,-49.25,-12.75
Kinkajou,-49.25,-13.25
Kinkajou,-49.25,-13.75
Kinkajou,-49.25,-14.25
Kinkajou,-49.25,-14.75
Kinkajou,-49.25,-15.25
Kinkajou,-49.25,-15.75
Kinkajou,-49.25,-16.25
Kinkajou,-49.25,-16.75
Kinkajou,-49.25,-17.25
Kinkajou,-49.25,-17.75
Kinkajou,-49.25,-18.25
Kinkajou,-49.25,-18.75
Kinkajou,-49.25,-19.25
Kinkajou,-49.25,-19.75
Kinkajou,-49.25,-20.25
Kinkajou,-49.25,-20.75
Kinkajou,-49.25,-21.25
Kinkajou,-49.25,-21.75
Kinkajou,-49.25,-22.25
Kinkajou,-48.75,-0.25
Kinkajou,-48.75,-0.75
Kinkajou,-48.75,-1.75
Kinkajou,-48.75,-2.25
Kinkajou,-48.75,-2.75
Kinkajou,-48.75,-3.25
Kinkajou,-48.75,-3.75
Kinkajou,-48.75,-4.25
Kinkajou,-48.75,-4.75
Kinkajou,-48.75,-5.25
Kinkajou,-48.75,-5.75
Kinkajou,-48.75,-6.25
Kinkajou,-48.75,-6.75
Kinkajou,-48.75,-7.25
Kinkajou,-48.75,-7.75
Kinkajou,-48.75,-8.25
Kinkajou,-48.75,-8.75
Kinkajou,-48.75,-9.25
Kinkajou,-48.75,-9.75
Kinkajou,-48.75,-10.25
Kinkajou,-48.75,-10.75
Kinkajou,-48.75,-11.25
Kinkajou,-48.75,-11.75
Kinkajou,-48.75,-12.25
Kinkajou,-48.75,-12.75
Kinkajou,-48.75,-13.25
Kinkajou,-48.75,-13.75
Kinkajou,-48.75,-14.25
Kinkajou,-48.75,-14.75
Kinkajou,-48.75,-15.25
Kinkajou,-48.75,-15.75
Kinkajou,-48.75,-16.25
Kinkajou,-48.75,-16.75
Kinkajou,-48.75,-17.25
Kinkajou,-48.75,-17.75
Kinkajou,-48.75,-18.25
Kinkajou,-48.75,-18.75
Kinkajou,-48.75,-19.25
Kinkajou,-48.75,-19.75
Kinkajou,-48.75,-20.25
Kinkajou,-48.75,-20.75
Kinkajou,-48.75,-21.25
Kinkajou,-48.75,-21.75
Kinkajou,-48.75,-22.25
Kinkajou,-48.25,-1.25
Kinkajou,-48.25,-1.75
Kinkajou,-48.25,-2.25
Kinkajou,-48.25,-2.75
Kinkajou,-48.25,-3.25
Kinkajou,-48.25,-3.75
Kinkajou,-48.25,-4.25
Kinkajou,-48.25,-4.75
Kinkajou,-48.25,-5.25
Kinkajou,-48.25,-5.75
Kinkajou,-48.25,-6.25
Kinkajou,-48.25,-6.75
Kinkajou,-48.25,-7.25
Kinkajou,-48.25,-7.75
Kinkajou,-48.25,-8.25
Kinkajou,-48.25,-8.75
Kinkajou,-48.25,-9.25
Kinkajou,-48.25,-9.75
Kinkajou,-48.25,-10.25
Kinkajou,-48.25,-10.75
Kinkajou,-48.25,-11.25
Kinkajou,-48.25,-11.75
Kinkajou,-48.25,-12.25
Kinkajou,-48.25,-12.75
Kinkajou,-48.25,-13.25
Kinkajou,-48.25,-13.75
Kinkajou,-48.25,-14.25
Kinkajou,-48.25,-14.75
Kinkajou,-48.25,-15.25
Kinkajou,-48.25,-15.75
Kinkajou,-48.25,-16.25
Kinkajou,-48.25,-16.75
Kinkajou,-48.25,-17.25
Kinkajou,-48.25,-17.75
Kinkajou,-48.25,-18.25
Kinkajou,-48.25,-18.75
Kinkajou,-48.25,-19.25
Kinkajou,-48.25,-19.75
Kinkajou,-48.25,-20.25
Kinkajou,-48.25,-20.75
Kinkajou,-48.25,-21.25
Kinkajou,-48.25,-21.75
Kinkajou,-48.25,-22.25
Kinkajou,-48.25,-22.75
Kinkajou,-47.75,-0.75
Kinkajou,-47.75,-1.25
Kinkajou,-47.75,-1.75
Kinkajou,-47.75,-2.25
Kinkajou,-47.75,-2.75
Kinkajou,-47.75,-3.25
Kinkajou,-47.75,-3.75
Kinkajou,-47.75,-4.25
Kinkajou,-47.75,-4.75
Kinkajou,-47.75,-5.25
Kinkajou,-47.75,-5.75
Kinkajou,-47.75,-6.25
Kinkajou,-47.75,-6.75
Kinkajou,-47.75,-7.25
Kinkajou,-47.75,-7.75
Kinkajou,-47.75,-8.25
Kinkajou,-47.75,-8.75
Kinkajou,-47.75,-9.25
Kinkajou,-47.75,-9.75
Kinkajou,-47.75,-10.25
Kinkajou,-47.75,-10.75
Kinkajou,-47.75,-11.25
Kinkajou,-47.75,-11.75
Kinkajou,-47.75,-12.25
Kinkajou,-47.75,-12.75
Kinkajou,-47.75,-13.25
Kinkajou,-47.75,-13.75
Kinkajou,-47.75,-14.25
Kinkajou,-47.75,-14.75
Kinkajou,-47.75,-15.25
Kinkajou,-47.75,-15.75
Kinkajou,-47.75,-16.25
Kinkajou,-47.75,-16.75
Kinkajou,-47.75,-17.25
Kinkajou,-47.75,-17.75
Kinkajou,-47.75,-18.25
Kinkajou,-47.75,-18.75
Kinkajou,-47.75,-19.25
Kinkajou,-47.75,-19.75
Kinkajou,-47.75,-20.25
Kinkajou,-47.75,-20.75
Kinkajou,-47.75,-21.25
Kinkajou,-47.75,-21.75
Kinkajou,-47.75,-22.25
Kinkajou,-47.75,-22.75
Kinkajou,-47.25,-0.75
Kinkajou,-47.25,-1.25
Kinkajou,-47.25,-1.75
Kinkajou,-47.25,-2.25
Kinkajou,-47.25,-2.75
Kinkajou,-47.25,-3.25
Kinkajou,-47.25,-3.75
Kinkajou,-47.25,-4.25
Kinkajou,-47.25,-4.75
Kinkajou,-47.25,-5.25
Kinkajou,-47.25,-5.75
Kinkajou,-47.25,-6.25
Kinkajou,-47.25,-6.75
Kinkajou,-47.25,-7.25
Kinkajou,-47.25,-7.75
Kinkajou,-47.25,-8.25
Kinkajou,-47.25,-8.75
Kinkajou,-47.25,-9.25
Kinkajou,-47.25,-9.75
Kinkajou,-47.25,-10.25
Kinkajou,-47.25,-10.75
Kinkajou,-47.25,-11.25
Kinkajou,-47.25,-11.75
Kinkajou,-47.25,-12.25
Kinkajou,-47.25,-12.75
Kinkajou,-47.25,-13.25
Kinkajou,-47.25,-13.75
Kinkajou,-47.25,-14.25
Kinkajou,-47.25,-14.75
Kinkajou,-47.25,-15.25
Kinkajou,-47.25,-15.75
Kinkajou,-47.25,-16.25
Kinkajou,-47.25,-16.75
Kinkajou,-47.25,-17.25
Kinkajou,-47.25,-17.75
Kinkajou,-47.25,-18.25
Kinkajou,-47.25,-18.75
Kinkajou,-47.25,-19.25
Kinkajou,-47.25,-19.75
Kinkajou,-47.25,-20.25
Kinkajou,-47.25,-20.75
Kinkajou,-47.25,-21.25
Kinkajou,-47.25,-21.75
Kinkajou,-47.25,-22.25
Kinkajou,-47.25,-22.75
Kinkajou,-46.75,-1.25
Kinkajou,-46.75,-1.75
Kinkajou,-46.75,-2.25
Kinkajou,-46.75,-2.75
Kinkajou,-46.75,-3.25
Kinkajou,-46.75,-3.75
Kinkajou,-46.75,-4.25
Kinkajou,-46.75,-4.75
Kinkajou,-46.75,-5.25
Kinkajou,-46.75,-5.75
Kinkajou,-46.75,-6.25
Kinkajou,-46.75,-6.75
Kinkajou,-46.75,-7.25
Kinkajou,-46.75,-7.75
Kinkajou,-46.75,-8.25
Kinkajou,-46.75,-8.75
Kinkajou,-46.75,-9.25
Kinkajou,-46.75,-9.75
Kinkajou,-46.75,-10.25
Kinkajou,-46.75,-10.75
Kinkajou,-46.75,-11.25
Kinkajou,-46.75,-11.75
Kinkajou,-46.75,-12.25
Kinkajou,-46.75,-12.75
Kinkajou,-46.75,-13.25
Kinkajou,-46.75,-13.75
Kinkajou,-46.75,-14.25
Kinkajou,-46.75,-14.75
Kinkajou,-46.75,-15.25
Kinkajou,-46.75,-15.75
Kinkajou,-46.75,-16.25
Kinkajou,-46.75,-16.75
Kinkajou,-46.75,-17.25
Kinkajou,-46.75,-17.75
Kinkajou,-46.75,-18.25
Kinkajou,-46.75,-18.75
Kinkajou,-46.75,-19.25
Kinkajou,-46.75,-19.75
Kinkajou,-46.75,-20.25
Kinkajou,-46.75,-20.75
Kinkajou,-46.75,-21.25
Kinkajou,-46.75,-21.75
Kinkajou,-46.75,-22.25
Kinkajou,-46.75,-22.75
Kinkajou,-46.25,-1.25
Kinkajou,-46.25,-1.75
Kinkajou,-46.25,-2.25
Kinkajou,-46.25,-2.75
Kinkajou,-46.25,-3.25
Kinkajou,-46.25,-3.75
Kinkajou,-46.25,-4.25
Kinkajou,-46.25,-4.75
Kinkajou,-46.25,-5.25
Kinkajou,-46.25,-5.75
Kinkajou,-46.25,-6.25
Kinkajou,-46.25,-6.75
Kinkajou,-46.25,-7.25
Kinkajou,-46.25,-7.75
Kinkajou,-46.25,-8.25
Kinkajou,-46.25,-8.75
Kinkajou,-46.25,-9.25
Kinkajou,-46.25,-9.75
Kinkajou,-46.25,-10.25
Kinkajou,-46.25,-10.75
Kinkajou,-46.25,-11.25
Kinkajou,-46.25,-11.75
Kinkajou,-46.25,-12.25
Kinkajou,-46.25,-12.75
Kinkajou,-46.25,-13.25
Kinkajou,-46.25,-13.75
Kinkajou,-46.25,-14.25
Kinkajou,-46.25,-14.75
Kinkajou,-46.25,-15.25
Kinkajou,-46.25,-15.75
Kinkajou,-46.25,-16.25
Kinkajou,-46.25,-16.75
Kinkajou,-46.25,-17.25
Kinkajou,-46.25,-17.75
Kinkajou,-46.25,-18.25
Kinkajou,-46.25,-18.75
Kinkajou,-46.25,-19.25
Kinkajou,-46.25,-19.75
Kinkajou,-46.25,-20.25
Kinkajou,-46.25,-20.75
Kinkajou,-46.25,-21.25
Kinkajou,-46.25,-21.75
Kinkajou,-46.25,-22.25
Kinkajou,-46.25,-22.75
Kinkajou,-45.75,-1.25
Kinkajou,-45.75,-1.75
Kinkajou,-45.75,-2.25
Kinkajou,-45.75,-2.75
Kinkajou,-45.75,-3.25
Kinkajou,-45.75,-3.75
Kinkajou,-45.75,-4.25
Kinkajou,-45.75,-4.75
Kinkajou,-45.75,-5.25
Kinkajou,-45.75,-5.75
Kinkajou,-45.75,-6.25
Kinkajou,-45.75,-6.75
Kinkajou,-45.75,-7.25
Kinkajou,-45.75,-7.75
Kinkajou,-45.75,-8.25
Kinkajou,-45.75,-8.75
Kinkajou,-45.75,-9.25
Kinkajou,-45.75,-9.75
Kinkajou,-45.75,-10.25
Kinkajou,-45.75,-10.75
Kinkajou,-45.75,-11.25
Kinkajou,-45.75,-11.75
Kinkajou,-45.75,-12.25
Kinkajou,-45.75,-12.75
Kinkajou,-45.75,-13.25
Kinkajou,-45.75,-13.75
Kinkajou,-45.75,-14.25
Kinkajou,-45.75,-14.75
Kinkajou,-45.75,-15.25
Kinkajou,-45.75,-15.75
Kinkajou,-45.75,-16.25
Kinkajou,-45.75,-16.75
Kinkajou,-45.75,-17.25
Kinkajou,-45.75,-17.75
Kinkajou,-45.75,-18.25
Kinkajou,-45.75,-18.75
Kinkajou,-45.75,-19.25
Kinkajou,-45.75,-19.75
Kinkajou,-45.75,-20.25
Kinkajou,-45.75,-20.75
Kinkajou,-45.75,-21.25
Kinkajou,-45.75,-21.75
Kinkajou,-45.75,-22.25
Kinkajou,-45.75,-22.75
Kinkajou,-45.25,-1.75
Kinkajou,-45.25,-2.25
Kinkajou,-45.25,-2.75
Kinkajou,-45.25,-3.25
Kinkajou,-45.25,-3.75
Kinkajou,-45.25,-4.25
Kinkajou,-45.25,-4.75
Kinkajou,-45.25,-5.25
Kinkajou,-45.25,-5.75
Kinkajou,-45.25,-6.25
Kinkajou,-45.25,-6.75
Kinkajou,-45.25,-7.25
Kinkajou,-45.25,-7.75
Kinkajou,-45.25,-8.25
Kinkajou,-45.25,-8.75
Kinkajou,-45.25,-9.25
Kinkajou,-45.25,-9.75
Kinkajou,-45.25,-10.25
Kinkajou,-45.25,-10.75
Kinkajou,-45.25,-11.25
Kinkajou,-45.25,-11.75
Kinkajou,-45.25,-12.25
Kinkajou,-45.25,-12.75
Kinkajou,-45.25,-13.25
Kinkajou,-45.25,-13.75
Kinkajou,-45.25,-14.25
Kinkajou,-45.25,-14.75
Kinkajou,-45.25,-15.25
Kinkajou,-45.25,-15.75
Kinkajou,-45.25,-16.25
Kinkajou,-45.25,-16.75
Kinkajou,-45.25,-17.25
Kinkajou,-45.25,-17.75
Kinkajou,-45.25,-18.25
Kinkajou,-45.25,-18.75
Kinkajou,-45.25,-19.25
Kinkajou,-45.25,-19.75
Kinkajou,-45.25,-20.25
Kinkajou,-45.25,-20.75
Kinkajou,-45.25,-21.25
Kinkajou,-45.25,-21.75
Kinkajou,-45.25,-22.25
Kinkajou,-45.25,-22.75
Kinkajou,-44.75,-1.75
Kinkajou,-44.75,-2.25
Kinkajou,-44.75,-2.75
Kinkajou,-44.75,-3.25
Kinkajou,-44.75,-3.75
Kinkajou,-44.75,-4.25
Kinkajou,-44.75,-4.75
Kinkajou,-44.75,-5.25
Kinkajou,-44.75,-5.75
Kinkajou,-44.75,-6.25
Kinkajou,-44.75,-6.75
Kinkajou,-44.75,-7.25
Kinkajou,-44.75,-7.75
Kinkajou,-44.75,-8.25
Kinkajou,-44.75,-8.75
Kinkajou,-44.75,-9.25
Kinkajou,-44.75,-9.75
Kinkajou,-44.75,-10.25
Kinkajou,-44.75,-10.75
Kinkajou,-44.75,-11.25
Kinkajou,-44.75,-11.75
Kinkajou,-44.75,-12.25
Kinkajou,-44.75,-12.75
Kinkajou,-44.75,-13.25
Kinkajou,-44.75,-13.75
Kinkajou,-44.75,-14.25
Kinkajou,-44.75,-14.75
Kinkajou,-44.75,-15.25
Kinkajou,-44.75,-15.75
Kinkajou,-44.75,-16.25
Kinkajou,-44.75,-16.75
Kinkajou,-44.75,-17.25
Kinkajou,-44.75,-17.75
Kinkajou,-44.75,-18.25
Kinkajou,-44.75,-18.75
Kinkajou,-44.75,-19.25
Kinkajou,-44.75,-19.75
Kinkajou,-44.75,-20.25
Kinkajou,-44.75,-20.75
Kinkajou,-44.75,-21.25
Kinkajou,-44.75,-21.75
